sample,singleton_count
SAMEA115179998.fa,0
SAMN09849422.fa,4
SAMN39177020.fa,7
SAMEA969682.fa,2
SAMEA4551629.fa,1
SAMN27749856.fa,2
SAMN30450299.fa,7
SAMEA114590904.fa,94
SAMN19233065.fa,1
SAMN08692879.fa,1
SAMEA3931000.fa,1
SAMN39934986.fa,12
SAMN36416384.fa,2
SAMN27862632.fa,2
SAMN33608392.fa,0
SAMN35036949.fa,0
SAMEA4021011.fa,2
SAMEA113551716.fa,10
SAMEA114088284.fa,0
SAMEA103905761.fa,0
SAMEA3930743.fa,3
SAMN27804174.fa,0
SAMN27770266.fa,1
SAMN39441550.fa,0
SAMN09849052.fa,5
SAMEA3177987.fa,1
SAMN02567377.fa,3
SAMN02567459.fa,0
SAMN27862860.fa,0
SAMEA4548889.fa,2
SAMEA4549826.fa,9
SAMEA2271863.fa,0
SAMEA4021299.fa,2
SAMN33608437.fa,2
SAMN30450387.fa,4
SAMEA115427332.fa,7
SAMN09849554.fa,2
SAMN07153100.fa,2
SAMN07153329.fa,0
SAMEA4549705.fa,0
SAMN08693184.fa,8
SAMN30450353.fa,0
SAMN09849873.fa,3
SAMEA113551930.fa,1
SAMN27750022.fa,2
SAMEA18718918.fa,5
SAMN07154147.fa,2
SAMN27922171.fa,2
SAMN09849657.fa,0
SAMN30816814.fa,3
SAMEA4550751.fa,0
SAMEA103906082.fa,1
SAMN39934817.fa,1
SAMN27992097.fa,0
SAMEA4549151.fa,1
SAMN08691926.fa,4
SAMEA4550585.fa,9
SAMN30450493.fa,6
SAMN27804304.fa,1
SAMEA113424272.fa,2
SAMEA2590731.fa,5
SAMN33608122.fa,2
SAMN27804984.fa,1
SAMN41841102.fa,1
SAMEA113547581.fa,1
SAMEA103906027.fa,3
SAMN27862410.fa,3
SAMEA12362437.fa,5
SAMN41807756.fa,0
SAMEA4551154.fa,0
SAMN37369584.fa,1
SAMEA2590807.fa,0
SAMEA114381428.fa,0
SAMD00030538.fa,0
SAMN30450439.fa,2
SAMN27780875.fa,1
SAMN39441517.fa,5
SAMEA4550896.fa,2
SAMEA7704591.fa,1
SAMEA103905631.fa,1
SAMEA115427264.fa,0
SAMEA4021168.fa,0
SAMN27780965.fa,0
SAMEA113578761.fa,0
SAMEA113551626.fa,10
SAMEA4550966.fa,0
SAMN40921337.fa,1
SAMEA113551643.fa,12
SAMN41408784.fa,1
SAMEA103905864.fa,8
SAMN27804552.fa,1
SAMEA4549302.fa,103
SAMEA7704445.fa,7
SAMN07153123.fa,439
SAMN19233108.fa,1
SAMEA3919257.fa,0
SAMEA5057696.fa,16
SAMN27780307.fa,6
SAMN07154166.fa,3
SAMN08691526.fa,0
SAMEA1876677.fa,8
SAMN02567398.fa,0
SAMEA112680746.fa,0
SAMEA7704549.fa,4
SAMEA113551503.fa,0
SAMD00030581.fa,11
SAMEA2590867.fa,0
SAMEA112680756.fa,0
SAMN09849010.fa,0
SAMEA103905701.fa,0
SAMN39441324.fa,8
SAMN08690830.fa,0
SAMD00030319.fa,659
SAMEA2238134.fa,1
SAMN09849887.fa,5
SAMN33608571.fa,2
SAMN27805021.fa,0
SAMEA115132084.fa,476
SAMEA6542977.fa,0
SAMN09849575.fa,2
SAMEA2590743.fa,0
SAMD00030422.fa,0
SAMN07153253.fa,1
SAMN36663066.fa,6
SAMEA4550652.fa,3
SAMN30450331.fa,0
SAMEA113547593.fa,1
SAMEA115029724.fa,0
SAMD00030289.fa,2
SAMEA3177894.fa,0
SAMD00030430.fa,1
SAMEA115427338.fa,2
SAMEA103905750.fa,1
SAMN27749904.fa,1
SAMN30450428.fa,455
SAMN37094688.fa,4
SAMEA115132080.fa,1
SAMN39441567.fa,1
SAMEA4549284.fa,1
SAMN27992278.fa,15
SAMN02567394.fa,7
SAMEA12362556.fa,6
SAMN41863827.fa,0
SAMN09849798.fa,0
SAMEA2590661.fa,44
SAMN02602543.fa,2
SAMN37127378.fa,2
SAMN33608410.fa,609
SAMEA1406965.fa,6
SAMN09849429.fa,0
SAMN27804335.fa,0
SAMN27922774.fa,67
SAMEA864272.fa,9
SAMEA115293154.fa,0
SAMD00030349.fa,4
SAMEA4550837.fa,3
SAMEA14315052.fa,3
SAMEA103905916.fa,3
SAMEA4550510.fa,2
SAMEA113578744.fa,0
SAMN37369587.fa,3
SAMN27922464.fa,8
SAMEA3177960.fa,3
SAMEA5937848.fa,178
SAMN27749818.fa,0
SAMN39441323.fa,1
SAMEA1695468.fa,1
SAMEA3930767.fa,6
SAMEA2225399.fa,4
SAMEA5057694.fa,0
SAMN39177014.fa,6
SAMN02570596.fa,2
SAMN40921354.fa,0
SAMEA114381472.fa,5
SAMN09849306.fa,3
SAMN09849121.fa,3
SAMN37718987.fa,0
SAMEA4020868.fa,1
SAMD00030339.fa,12
SAMEA115180021.fa,0
SAMEA4550762.fa,8
SAMN07153326.fa,4
SAMD00030618.fa,778
SAMEA7704462.fa,0
SAMEA4549507.fa,7
SAMEA1929078.fa,0
SAMEA4551501.fa,0
SAMN08690873.fa,1
SAMN27992363.fa,17
SAMN39581033.fa,0
SAMN37369515.fa,3
SAMEA103905862.fa,0
SAMEA3931089.fa,1
SAMN33608702.fa,2
SAMN07153635.fa,3
SAMN08691943.fa,7
SAMD00550176.fa,0
SAMN37369525.fa,4
SAMN30450254.fa,0
SAMN39934881.fa,0
SAMEA113547630.fa,1
SAMEA4436391.fa,0
SAMEA4550253.fa,35
SAMN03790916.fa,0
SAMN27862226.fa,0
SAMEA113547682.fa,5
SAMN30450240.fa,5
SAMEA3177919.fa,5
SAMN27804136.fa,0
SAMEA5057706.fa,90
SAMN33608464.fa,7
SAMEA3177963.fa,0
SAMEA112966284.fa,0
SAMEA113429976.fa,2
SAMN27862755.fa,1
SAMEA4021099.fa,6
SAMN39441463.fa,1
SAMN41864373.fa,4
SAMEA4550508.fa,1
SAMN08692320.fa,60
SAMEA1711671.fa,13
SAMEA2590816.fa,1
SAMEA4549305.fa,1
SAMEA113552073.fa,2
SAMEA2590749.fa,866
SAMEA2238030.fa,1
SAMN09849178.fa,0
SAMN07154161.fa,0
SAMEA3930960.fa,1
SAMEA103905783.fa,0
SAMEA4020888.fa,4
SAMN15354704.fa,0
SAMN39934903.fa,6
SAMN27770023.fa,1
SAMN07153147.fa,620
SAMEA1406992.fa,18
SAMEA18746668.fa,2
SAMEA103906033.fa,1
SAMN33608363.fa,0
SAMN35797440.fa,6
SAMEA103905658.fa,2
SAMN30450453.fa,1
SAMN39934960.fa,0
SAMN08692925.fa,0
SAMEA4551678.fa,3
SAMEA112840324.fa,2
SAMN02567393.fa,0
SAMN30816817.fa,5
SAMN27804373.fa,3
SAMN41408800.fa,1
SAMN39934971.fa,1
SAMN27780894.fa,0
SAMEA2590680.fa,1
SAMN35797443.fa,2
SAMEA115427337.fa,1
SAMN39441509.fa,1156
SAMD00045801.fa,7
SAMEA2590813.fa,1
SAMN27804391.fa,1
SAMEA112851876.fa,0
SAMD00030466.fa,5
SAMN02567627.fa,4
SAMN08692465.fa,0
SAMEA104167024.fa,0
SAMEA112646991.fa,3
SAMEA4551311.fa,0
SAMN39934991.fa,0
SAMEA112680753.fa,0
SAMEA4436388.fa,3
SAMEA103905558.fa,0
SAMEA113578740.fa,15
SAMEA2590870.fa,16
SAMEA3177956.fa,5
SAMN07153528.fa,0
SAMEA18732418.fa,6
SAMEA113551582.fa,4
SAMD00550300.fa,9
SAMN02567616.fa,2
SAMEA103905974.fa,3
SAMEA4021111.fa,1
SAMN27862864.fa,6
SAMEA6657741.fa,0
SAMN08690908.fa,2
SAMEA3918798.fa,0
SAMN37369572.fa,140
SAMEA12362483.fa,0
SAMN39441393.fa,1
SAMEA113552159.fa,5
SAMEA3713003.fa,4
SAMN41032568.fa,0
SAMN39441464.fa,0
SAMN30450324.fa,5
SAMN02567653.fa,0
SAMEA104167090.fa,1
SAMN33608964.fa,3
SAMEA113551815.fa,491
SAMEA53056918.fa,6
SAMEA2225402.fa,2
SAMEA115394925.fa,2
SAMEA113551796.fa,2
SAMN08691856.fa,1
SAMN07153473.fa,12
SAMN41841116.fa,0
SAMEA4021305.fa,38
SAMN37094570.fa,4
SAMN19068306.fa,0
SAMEA4551530.fa,38
SAMN28196027.fa,5
SAMN02567549.fa,5
SAMN30450342.fa,1
SAMN41032996.fa,3
SAMN09849632.fa,0
SAMEA3930880.fa,3
SAMEA115394885.fa,6
SAMN39441354.fa,0
SAMN33608126.fa,0
SAMN33608321.fa,6
SAMN07153275.fa,369
SAMEA1711724.fa,0
SAMEA113551785.fa,5
SAMN39934832.fa,6
SAMEA103905746.fa,9
SAMEA4551031.fa,504
SAMEA3713340.fa,1
SAMN39934924.fa,0
SAMN27922466.fa,3
SAMN27922966.fa,3
SAMN07153118.fa,0
SAMN37718936.fa,0
SAMN39935012.fa,1
SAMEA114590953.fa,1
SAMN27750445.fa,385
SAMEA3918741.fa,5
SAMEA4021116.fa,1
SAMN39177028.fa,0
SAMEA4020841.fa,1
SAMN08691209.fa,39
SAMEA1903451.fa,1
SAMN27780317.fa,3
SAMEA18750418.fa,1
SAMN39935011.fa,8
SAMN08692576.fa,5
SAMN07153314.fa,0
SAMD00030437.fa,2
SAMN08691494.fa,21
SAMEA104166942.fa,20
SAMEA2590681.fa,4
SAMEA6226753.fa,1
SAMEA115179984.fa,0
SAMEA969629.fa,784
SAMEA1711819.fa,4
SAMEA2590806.fa,5
SAMN41788801.fa,2
SAMEA113551959.fa,5
SAMEA4549421.fa,1
SAMN07153449.fa,1
SAMEA114250738.fa,11
SAMN18878506.fa,0
SAMN30450263.fa,1
SAMN27780443.fa,0
SAMN40412949.fa,0
SAMN39623876.fa,0
SAMEA2590691.fa,2
SAMEA103906073.fa,0
SAMN07154090.fa,0
SAMEA4551657.fa,1
SAMN18878385.fa,0
SAMD00030361.fa,0
SAMEA8426167.fa,1
SAMN41863941.fa,0
SAMN39934962.fa,19
SAMEA4550986.fa,4
SAMN27780122.fa,3
SAMN02567538.fa,458
SAMEA1711793.fa,4
SAMEA3177981.fa,0
SAMEA114381462.fa,1
SAMN02567510.fa,0
SAMEA4549034.fa,4
SAMN02567406.fa,0
SAMD00030663.fa,1
SAMEA4551332.fa,0
SAMN33608905.fa,3
SAMN35036934.fa,12
SAMN02602516.fa,0
SAMEA104167008.fa,17
SAMEA3713249.fa,1
SAMD00030346.fa,7
SAMN07153643.fa,2
SAMEA112647369.fa,0
SAMEA4551617.fa,4
SAMEA4549900.fa,0
SAMN27780661.fa,1
SAMN30450457.fa,3
SAMEA3930940.fa,1
SAMEA6921943.fa,5
SAMEA115296848.fa,4
SAMEA12362515.fa,1
SAMEA8426177.fa,6
SAMD00550048.fa,0
SAMEA4548882.fa,0
SAMEA112162603.fa,0
SAMN33608319.fa,2
SAMN33608315.fa,1
SAMN39176986.fa,2
SAMEA4550710.fa,7
SAMEA3713388.fa,4
SAMEA114381536.fa,4
SAMN42382251.fa,0
SAMEA4550713.fa,2
SAMEA114381481.fa,1
SAMN39177060.fa,0
SAMN27750265.fa,730
SAMN19233011.fa,10
SAMN27750206.fa,8
SAMN37718980.fa,0
SAMEA104167065.fa,0
SAMN27769942.fa,0
SAMN08125794.fa,0
SAMEA4020833.fa,1
SAMN39934959.fa,4
SAMN39177111.fa,3
SAMEA2590837.fa,627
SAMD00550261.fa,3
SAMEA113429935.fa,552
SAMEA4551321.fa,0
SAMEA113551734.fa,12
SAMN08691867.fa,0
SAMD00030664.fa,1
SAMEA113551763.fa,0
SAMN27923066.fa,6
SAMN27992510.fa,4
SAMN08692739.fa,36
SAMEA4551272.fa,0
SAMEA4551700.fa,0
SAMN28196016.fa,3
SAMEA1876551.fa,0
SAMEA113430007.fa,4
SAMEA3713545.fa,0
SAMN30450365.fa,29
SAMD00644678.fa,0
SAMEA2225472.fa,3
SAMN19233070.fa,1
SAMN39934981.fa,1
SAMEA103905647.fa,0
SAMN33608098.fa,8
SAMN27997266.fa,2
SAMN41777671.fa,9
SAMN08691012.fa,5
SAMEA115396969.fa,2
SAMEA3919285.fa,0
SAMEA115427354.fa,0
SAMEA2238164.fa,0
SAMEA2225140.fa,5
SAMN39935023.fa,5
SAMN33608066.fa,0
SAMEA111280453.fa,2
SAMEA112680742.fa,0
SAMN39934957.fa,0
SAMEA113547586.fa,1
SAMEA104167074.fa,7
SAMEA2590760.fa,8
SAMN27862492.fa,0
SAMD00030332.fa,4
SAMN33608105.fa,3
SAMEA2590800.fa,0
SAMN07154136.fa,0
SAMN27862916.fa,1
SAMN39934810.fa,0
SAMEA2590657.fa,0
SAMEA4021129.fa,0
SAMN37369558.fa,5
SAMN09849483.fa,6
SAMEA3930926.fa,0
SAMN27804242.fa,4
SAMN08692934.fa,11
SAMN07153024.fa,0
SAMN41863962.fa,0
SAMN07153887.fa,1
SAMEA103905825.fa,0
SAMEA104167030.fa,9
SAMN08691103.fa,2
SAMN35036923.fa,0
SAMD00030336.fa,0
SAMEA103905824.fa,3
SAMN08693191.fa,8
SAMEA6848701.fa,5
SAMEA2590784.fa,1
SAMEA113430011.fa,0
SAMN35036947.fa,1
SAMN39441506.fa,3
SAMEA1523474.fa,2
SAMN30450269.fa,1
SAMEA115427249.fa,7
SAMEA18751918.fa,6
SAMN36416380.fa,0
SAMN07153377.fa,2
SAMN08691199.fa,6
SAMN33608553.fa,1
SAMN41032935.fa,1
SAMEA103905899.fa,13
SAMD00550146.fa,1
SAMN08693036.fa,0
SAMN08692236.fa,0
SAMN33608876.fa,0
SAMN08691594.fa,46
SAMEA112739471.fa,4
SAMEA4550460.fa,7
SAMEA14322384.fa,1
SAMN27804734.fa,0
SAMN08693060.fa,0
SAMN27992066.fa,0
SAMEA115029700.fa,3
SAMEA103905881.fa,0
SAMN07153081.fa,1
SAMN14437113.fa,3
SAMN30450392.fa,5
SAMN28195849.fa,10
SAMN02602523.fa,17
SAMN02567374.fa,15
SAMN33608647.fa,3
SAMN35797436.fa,0
SAMEA103905682.fa,5
SAMEA3177922.fa,5
SAMN27780159.fa,1
SAMN07154105.fa,5
SAMN08692292.fa,9
SAMN27992144.fa,2
SAMEA12362446.fa,5
SAMEA2590746.fa,6
SAMN27770427.fa,2
SAMEA113551952.fa,8
SAMN02567488.fa,2
SAMN08690564.fa,69
SAMN30816792.fa,4
SAMEA2590659.fa,0
SAMEA6621191.fa,5
SAMN27922805.fa,0
SAMEA4549301.fa,0
SAMD00030270.fa,1
SAMN37369526.fa,76
SAMEA113552250.fa,6
SAMN27804995.fa,2
SAMN35797484.fa,1
SAMEA12362347.fa,2
SAMN02567395.fa,0
SAMN39935059.fa,4
SAMN27781063.fa,0
SAMEA113578738.fa,7
SAMEA1523423.fa,6
SAMN41805535.fa,0
SAMD00030365.fa,3
SAMN07154083.fa,6
SAMN27750317.fa,7
SAMEA103905640.fa,0
SAMN27780287.fa,1
SAMN07154227.fa,3
SAMEA5057692.fa,5
SAMEA103905833.fa,38
SAMEA1711661.fa,0
SAMN37369552.fa,0
SAMN27804385.fa,0
SAMEA114590962.fa,4
SAMN41032560.fa,1
SAMEA113547764.fa,3
SAMN41032817.fa,7
SAMN30816583.fa,0
SAMN39934780.fa,1
SAMN39581056.fa,729
SAMEA1711651.fa,3
SAMEA112254079.fa,2
SAMEA3919008.fa,745
SAMEA4550387.fa,0
SAMEA103905717.fa,0
SAMEA104167023.fa,4
SAMN27749942.fa,3
SAMN27750406.fa,0
SAMN27780123.fa,4
SAMEA103905668.fa,0
SAMEA8426147.fa,0
SAMEA4550674.fa,6
SAMN41864145.fa,8
SAMEA3931017.fa,0
SAMEA4551322.fa,1
SAMN27769832.fa,0
SAMN39934977.fa,684
SAMEA103920242.fa,0
SAMEA115179938.fa,3
SAMEA4550523.fa,0
SAMN27804160.fa,120
SAMEA1523584.fa,5
SAMEA969638.fa,6
SAMN08692052.fa,4
SAMN08691735.fa,0
SAMEA113430014.fa,3
SAMN27922514.fa,0
SAMEA12362370.fa,0
SAMN27992075.fa,16
SAMN27770437.fa,1033
SAMEA2225664.fa,13
SAMEA1523424.fa,2
SAMN07153172.fa,1
SAMN27805006.fa,3
SAMEA3713316.fa,4
SAMN36536487.fa,0
SAMEA103905786.fa,1
SAMN36663055.fa,2
SAMEA103905699.fa,6
SAMN19068304.fa,2403
SAMN27804787.fa,1
SAMEA103905815.fa,0
SAMD00030328.fa,1
SAMN41032863.fa,9
SAMN41250328.fa,41
SAMEA1406961.fa,1
SAMN07154406.fa,1
SAMN08692835.fa,0
SAMD00030436.fa,261
SAMEA3918851.fa,0
SAMN39934954.fa,5
SAMEA12362535.fa,498
SAMEA1711621.fa,10
SAMEA112769087.fa,7
SAMEA6226780.fa,10
SAMN07153263.fa,3
SAMEA4551634.fa,392
SAMN36811464.fa,14
SAMN41061138.fa,1
SAMN27770580.fa,3
SAMN33608536.fa,4
SAMEA3177901.fa,0
SAMN27862375.fa,3
SAMEA115296864.fa,2
SAMN27781078.fa,0
SAMN39934929.fa,0
SAMN28196014.fa,2
SAMN35797456.fa,0
SAMEA4551022.fa,6
SAMN09849275.fa,0
SAMN07153508.fa,16
SAMN39177500.fa,5
SAMEA113552262.fa,1
SAMN07154177.fa,1
SAMN02567363.fa,3
SAMN27769898.fa,0
SAMEA113429940.fa,7
SAMEA113401511.fa,8
SAMN07153597.fa,0
SAMEA103905795.fa,6
SAMN02567479.fa,3
SAMN27922366.fa,3
SAMEA103906018.fa,0
SAMN39934876.fa,0
SAMN35797452.fa,212
SAMEA1523496.fa,1
SAMEA103905688.fa,2
SAMEA1523494.fa,5
SAMEA2590827.fa,0
SAMEA4020879.fa,3
SAMN30450430.fa,0
SAMD00030426.fa,13
SAMN02567516.fa,7
SAMEA3177999.fa,1
SAMN08693230.fa,14
SAMD00020461.fa,4
SAMN07153541.fa,0
SAMN07154019.fa,9
SAMEA113552175.fa,0
SAMN30450303.fa,0
SAMEA4021301.fa,9
SAMN33608356.fa,1
SAMN41250339.fa,0
SAMN37369590.fa,0
SAMN30450285.fa,0
SAMN42559265.fa,1
SAMEA2590755.fa,0
SAMN14437116.fa,0
SAMEA104167091.fa,10
SAMN07153025.fa,8
SAMEA114381533.fa,13
SAMN28195558.fa,11
SAMN02602452.fa,3
SAMN33608676.fa,9
SAMN27862676.fa,7
SAMN27862850.fa,0
SAMD00030288.fa,2
SAMN39441319.fa,0
SAMEA113552044.fa,2
SAMEA4551614.fa,0
SAMN39934840.fa,1
SAMN42559225.fa,1
SAMN39935040.fa,2
SAMN24365490.fa,4
SAMN30450206.fa,3
SAMN38843011.fa,7
SAMN27992113.fa,2
SAMN39934907.fa,5
SAMN27780851.fa,6
SAMEA112647370.fa,1
SAMN27862831.fa,4
SAMN33608302.fa,0
SAMD00030345.fa,1
SAMN07154376.fa,713
SAMEA1711668.fa,4
SAMN07153517.fa,1
SAMEA8426156.fa,6
SAMN33608200.fa,2
SAMEA4548873.fa,0
SAMEA4548969.fa,2
SAMEA103905754.fa,0
SAMN08693172.fa,7
SAMN39935051.fa,5
SAMN27780639.fa,8
SAMN30450465.fa,1
SAMN39935061.fa,2
SAMN18878155.fa,3
SAMEA113551824.fa,0
SAMEA112354296.fa,1
SAMEA103905575.fa,2
SAMN27992222.fa,2
SAMEA103906112.fa,7
SAMN02567645.fa,4
SAMN07153091.fa,0
SAMEA113547688.fa,5
SAMN37127439.fa,0
SAMN39934779.fa,6
SAMEA4549903.fa,3
SAMN08692492.fa,1
SAMEA4551288.fa,1
SAMN08692541.fa,1
SAMN27992018.fa,0
SAMEA1876584.fa,1
SAMN07153934.fa,0
SAMN41408776.fa,4
SAMN27923067.fa,77
SAMEA1711608.fa,4
SAMN41864195.fa,0
SAMEA1876618.fa,5
SAMEA113551597.fa,1
SAMEA6921936.fa,1
SAMN27749834.fa,1
SAMEA4549748.fa,16
SAMN02602423.fa,11
SAMN27750432.fa,20
SAMEA12185628.fa,7
SAMEA3177935.fa,4
SAMN27862665.fa,8
SAMN08691354.fa,0
SAMEA115427355.fa,1
SAMEA103905765.fa,87
SAMEA1876780.fa,6
SAMEA4550072.fa,5
SAMEA3177947.fa,0
SAMN33608137.fa,1
SAMN41807935.fa,0
SAMN33608482.fa,5
SAMEA12857342.fa,3
SAMEA103905675.fa,6
SAMN30450280.fa,3
SAMN30450203.fa,0
SAMN35797449.fa,5
SAMEA3504165.fa,0
SAMN27780882.fa,0
SAMEA12362470.fa,0
SAMN08690632.fa,0
SAMN27780990.fa,0
SAMN24365486.fa,6
SAMEA1929071.fa,0
SAMEA4548804.fa,0
SAMEA6921961.fa,1
SAMEA113552236.fa,8
SAMN42083902.fa,1
SAMN27922191.fa,0
SAMN07153602.fa,2
SAMEA114088291.fa,0
SAMN39934801.fa,0
SAMN09849311.fa,1
SAMEA103905818.fa,9
SAMN27750124.fa,1
SAMN27780865.fa,0
SAMN41033026.fa,0
SAMEA1876729.fa,1
SAMN27770482.fa,4
SAMEA115427343.fa,0
SAMEA3931067.fa,1
SAMEA4021156.fa,3
SAMEA113552194.fa,0
SAMEA4020997.fa,0
SAMN33608913.fa,1
SAMN19233069.fa,0
SAMEA6621187.fa,1
SAMN39935033.fa,1
SAMN39934979.fa,0
SAMEA104167038.fa,0
SAMN37369556.fa,7
SAMN41777673.fa,2
SAMN36811413.fa,0
SAMEA103905873.fa,0
SAMEA2590682.fa,1
SAMN30450255.fa,3
SAMEA12362592.fa,0
SAMN27770004.fa,0
SAMEA103905547.fa,3
SAMEA103905801.fa,4
SAMN27804620.fa,0
SAMEA115179968.fa,3
SAMN08692183.fa,0
SAMEA4020878.fa,0
SAMN37369514.fa,3
SAMN39307649.fa,8
SAMN09849628.fa,1
SAMN18878242.fa,2
SAMN33608701.fa,2
SAMEA2590729.fa,1
SAMN07154329.fa,2
SAMEA103905872.fa,0
SAMEA4548803.fa,1
SAMEA113401504.fa,1
SAMN07153864.fa,0
SAMEA6921941.fa,4
SAMN27922234.fa,4
SAMD00550307.fa,0
SAMN33608178.fa,0
SAMEA1876600.fa,0
SAMN09849097.fa,2
SAMEA3930684.fa,4
SAMN35797474.fa,0
SAMEA4020838.fa,0
SAMEA104167011.fa,0
SAMEA4548850.fa,1
SAMEA103906127.fa,0
SAMN41863966.fa,0
SAMEA3918780.fa,1
SAMN28195763.fa,4
SAMEA12362373.fa,4
SAMEA113551958.fa,522
SAMN41032566.fa,17
SAMEA3919046.fa,0
SAMN41821593.fa,0
SAMN27804340.fa,14
SAMEA113552123.fa,2
SAMN33608146.fa,5
SAMN27997026.fa,0
SAMD00030323.fa,5
SAMN37369573.fa,18
SAMN33608285.fa,6
SAMEA2225500.fa,2
SAMN08692836.fa,36
SAMEA6226745.fa,2
SAMEA12362476.fa,14
SAMEA4550913.fa,4
SAMN41841544.fa,0
SAMN27804424.fa,0
SAMN27750232.fa,7
SAMN27862533.fa,0
SAMEA115296845.fa,0
SAMN08690925.fa,0
SAMD00030549.fa,0
SAMN09849042.fa,1
SAMN07153020.fa,0
SAMEA1407084.fa,1
SAMEA12362469.fa,2
SAMEA103906130.fa,84
SAMD00030616.fa,4
SAMD00030619.fa,1
SAMEA4551001.fa,2
SAMN08692840.fa,1
SAMEA103906032.fa,0
SAMN07154160.fa,3
SAMN39441418.fa,0
SAMN27922862.fa,1
SAMN27780290.fa,0
SAMEA104167058.fa,3
SAMN27922598.fa,0
SAMEA113547728.fa,2
SAMEA12362523.fa,479
SAMEA1711571.fa,4
SAMEA2225419.fa,0
SAMN27922927.fa,0
SAMD00030485.fa,0
SAMEA112468294.fa,0
SAMN24365467.fa,0
