sample,singleton_count
SAMEA3303480.fa,2
SAMN00621720.fa,0
SAMN33964164.fa,0
SAMEA2240688.fa,3
SAMD00514828.fa,0
SAMEA103920853.fa,12
SAMEA4074156.fa,8
SAMEA104090848.fa,0
SAMEA889319.fa,0
SAMD00232650.fa,4
SAMEA104090865.fa,1
SAMN08744335.fa,0
SAMN38477892.fa,1
SAMEA889387.fa,24
SAMEA4057577.fa,10
SAMEA4673146.fa,0
SAMN14538653.fa,1
SAMEA1484100.fa,0
SAMEA104090614.fa,0
SAMEA2445319.fa,0
SAMN16629492.fa,4
SAMEA1018179.fa,0
SAMEA2152097.fa,0
SAMN07569268.fa,0
SAMN38477785.fa,3
SAMEA1018296.fa,1
SAMN17307472.fa,1486
SAMN13282695.fa,2
SAMN40623150.fa,19
SAMEA889368.fa,0
SAMEA114395375.fa,107
SAMEA2698356.fa,0
SAMEA114395464.fa,0
SAMEA2158350.fa,0
SAMEA2142757.fa,66
SAMN38477845.fa,0
SAMN17075107.fa,0
SAMEA103905941.fa,5
SAMEA103910194.fa,0
SAMN37605487.fa,3
SAMEA104090653.fa,3
SAMEA103905541.fa,0
SAMEA2203591.fa,0
SAMN40497743.fa,1221
SAMD00180649.fa,0
SAMN18821883.fa,0
SAMEA2203668.fa,7
SAMEA8271014.fa,1
SAMN08979131.fa,0
SAMN07569172.fa,2
SAMEA2162576.fa,6
SAMEA3303519.fa,0
SAMN29756108.fa,0
SAMN03436154.fa,8
SAMEA3303431.fa,13
SAMN08862243.fa,0
SAMN00622045.fa,2
SAMEA5936761.fa,4
SAMN07632705.fa,1
SAMEA7177412.fa,1
SAMEA1018634.fa,0
SAMEA103905201.fa,3
SAMEA889224.fa,0
SAMN26815231.fa,1
SAMD00182514.fa,7
SAMEA1018621.fa,0
SAMN38477815.fa,0
SAMEA5526608.fa,1
SAMEA2203592.fa,1
SAMEA104090615.fa,1
SAMN27544057.fa,0
SAMN28537805.fa,2
SAMEA1405465.fa,0
SAMN07569194.fa,2
SAMEA114395377.fa,12
SAMEA1484073.fa,1
SAMN28183056.fa,7
SAMEA6855331.fa,18
SAMEA889230.fa,1
SAMN24118985.fa,1
SAMN38477917.fa,1
SAMEA1018797.fa,0
SAMD00232680.fa,0
SAMEA9564987.fa,37
SAMEA889344.fa,0
SAMN26815220.fa,835
SAMEA889273.fa,1
SAMEA103910228.fa,0
SAMEA3903256.fa,8
SAMEA13600440.fa,26
SAMN08862285.fa,0
SAMEA9564990.fa,0
SAMN10610880.fa,0
SAMEA104717318.fa,2
SAMEA1018766.fa,0
SAMEA6106909.fa,0
SAMN28537746.fa,0
SAMN16629494.fa,2
SAMN13388579.fa,0
SAMEA5876645.fa,0
SAMEA5527197.fa,1
SAMN26804328.fa,0
SAMN07632771.fa,0
SAMEA1018418.fa,0
SAMEA2300109.fa,0
SAMN08862116.fa,3
SAMEA8271006.fa,50
SAMEA889354.fa,0
SAMN18822074.fa,0
SAMEA114604808.fa,0
SAMEA2203550.fa,0
SAMN08862261.fa,6
SAMEA104124986.fa,63
SAMEA5534199.fa,1
SAMEA8271277.fa,328
SAMN32378310.fa,0
SAMEA2202479.fa,0
SAMEA5206229.fa,0
SAMN40623250.fa,2681
SAMEA3356153.fa,2
SAMD00059660.fa,1696
SAMN29637382.fa,1
SAMEA104147905.fa,0
SAMN08862309.fa,0
SAMN28183054.fa,0
SAMEA114395471.fa,0
SAMEA5527494.fa,0
SAMN08862257.fa,0
SAMN09982376.fa,0
SAMEA104148036.fa,1
SAMEA13600450.fa,0
SAMN40623176.fa,2
SAMD00232479.fa,1204
SAMEA8270870.fa,12
SAMN07632724.fa,22
SAMEA1018290.fa,2
SAMN40726002.fa,0
SAMEA8271182.fa,3
SAMEA4673155.fa,1
SAMEA1018645.fa,2
SAMEA1405664.fa,1629
SAMN34159979.fa,1
SAMN08862262.fa,1
SAMEA104570820.fa,1
SAMN18821992.fa,9
SAMEA104090734.fa,1
SAMN38477907.fa,0
SAMN16629524.fa,0
SAMN08862183.fa,5
SAMN36717388.fa,4
SAMEA1405644.fa,1
SAMEA103906377.fa,4
SAMEA2696335.fa,0
SAMEA3903251.fa,1
SAMEA1018494.fa,8
SAMEA103905198.fa,13
SAMN07632700.fa,3
SAMN07632726.fa,0
SAMN08862113.fa,3
SAMEA1018349.fa,0
SAMEA5526924.fa,0
SAMEA3912530.fa,0
SAMN10610748.fa,29
SAMEA3303461.fa,0
SAMEA4384418.fa,0
SAMN07632810.fa,244
SAMN38477747.fa,5
SAMEA103900865.fa,0
SAMEA114006405.fa,4
SAMEA3903273.fa,4
SAMN08862232.fa,1
SAMEA1405516.fa,2
SAMEA5526996.fa,2
SAMEA889332.fa,79
SAMEA889278.fa,4
SAMEA104090651.fa,4
SAMN10390778.fa,20
SAMEA114578593.fa,0
SAMN10610882.fa,0
SAMN08862105.fa,0
SAMEA2154217.fa,1
SAMEA13600453.fa,0
SAMEA6106966.fa,0
SAMN08862322.fa,2
SAMEA2445241.fa,0
SAMN28188695.fa,6
SAMEA1018568.fa,0
SAMN28537743.fa,3
SAMEA1018440.fa,0
SAMN07569227.fa,0
SAMN08862300.fa,2
SAMEA1018612.fa,1100
SAMD00180645.fa,0
SAMN38477913.fa,0
SAMN08862366.fa,3
SAMEA13600380.fa,2
SAMEA8271220.fa,0
SAMEA889390.fa,3
SAMD00232541.fa,6
SAMEA2696281.fa,2
SAMN18821976.fa,2
SAMEA115755535.fa,474
SAMEA1405629.fa,2
SAMEA103910236.fa,1
SAMEA4673349.fa,0
SAMEA6106997.fa,0
SAMEA4384830.fa,3
SAMN18822010.fa,0
SAMN40497735.fa,0
SAMN08862109.fa,1655
SAMN23407473.fa,0
SAMEA2275609.fa,0
SAMN08862348.fa,0
SAMEA114298209.fa,0
SAMN08862185.fa,3
SAMN37605405.fa,0
SAMN13388583.fa,1
SAMN28183045.fa,0
SAMEA3934819.fa,1
SAMN00622365.fa,15
SAMEA6855363.fa,2
SAMN26815228.fa,0
SAMEA104147949.fa,3
SAMEA8271158.fa,0
SAMEA5527070.fa,1
SAMN07632815.fa,18
SAMEA103920886.fa,1
SAMEA103920843.fa,4
SAMEA6855430.fa,28
SAMEA1018595.fa,2
SAMEA5534146.fa,1246
SAMN09261059.fa,0
SAMEA103900370.fa,0
SAMN37573298.fa,3
SAMN28183037.fa,0
SAMEA1405491.fa,15
SAMEA1018438.fa,0
SAMEA1405487.fa,0
SAMEA2203694.fa,3
SAMEA3303496.fa,0
SAMN16629504.fa,0
SAMD00232515.fa,1
SAMEA5534248.fa,5
SAMEA2445145.fa,0
SAMEA9565020.fa,7
SAMD00059622.fa,5
SAMEA6855413.fa,2207
SAMEA8204136.fa,2105
SAMEA104125056.fa,0
SAMN16491689.fa,2
SAMEA3303564.fa,2
SAMN18822041.fa,0
SAMN40497745.fa,1
SAMN31697710.fa,0
SAMN16491679.fa,2
SAMN41053914.fa,0
SAMEA2203584.fa,0
SAMN07569193.fa,9
SAMEA103905938.fa,0
SAMEA5936763.fa,3
SAMEA104548059.fa,0
SAMN13388564.fa,1
SAMEA5758728.fa,1
SAMN37573291.fa,10
SAMN08862371.fa,0
SAMN08862404.fa,2
SAMD00059661.fa,0
SAMN33964186.fa,2
SAMEA104125042.fa,2
SAMEA4384655.fa,5
SAMN37573292.fa,1
SAMN41053909.fa,0
SAMN38477854.fa,0
SAMN07569328.fa,0
SAMN14538657.fa,1
SAMN32508179.fa,0
SAMN10610897.fa,0
SAMN37573313.fa,22
SAMN08862149.fa,1
SAMEA103910188.fa,6
SAMN08862395.fa,1
SAMN18821993.fa,0
SAMD00182537.fa,1
SAMEA8271203.fa,0
SAMEA1483964.fa,2
SAMEA6855366.fa,0
SAMEA5526934.fa,0
SAMN38477901.fa,1
SAMEA3303677.fa,12
SAMEA3303704.fa,2
SAMEA1018518.fa,0
SAMEA9564995.fa,0
SAMN38477855.fa,0
SAMN08862140.fa,2
SAMN16629516.fa,0
SAMN38477869.fa,0
SAMN07569196.fa,1
SAMEA104090881.fa,3
SAMEA103906391.fa,1
SAMEA1018239.fa,1788
SAMN11053868.fa,0
SAMEA103900849.fa,1
SAMEA5559697.fa,0
SAMEA6106943.fa,5
SAMEA104090709.fa,0
SAMN28537782.fa,0
SAMN36719888.fa,1
SAMEA3903241.fa,50
SAMEA889364.fa,936
SAMEA4057584.fa,4
SAMEA889366.fa,1
SAMN10610846.fa,1
SAMEA1484118.fa,1299
SAMEA8204107.fa,1
SAMN40497752.fa,0
SAMN10610789.fa,3
SAMEA1405625.fa,1496
SAMN41012640.fa,1
SAMEA1484126.fa,3
SAMEA104090792.fa,1
SAMEA5526671.fa,9
SAMN07632668.fa,0
SAMEA3903205.fa,1
SAMEA5758712.fa,1
SAMN07632767.fa,0
SAMEA114395469.fa,37
SAMEA2445002.fa,1
SAMN08862367.fa,201
SAMEA889240.fa,0
SAMEA114395468.fa,3
SAMEA1018559.fa,0
SAMEA1484156.fa,1
SAMEA3903249.fa,3
SAMEA2445046.fa,0
SAMN18821906.fa,0
SAMN40623183.fa,0
SAMN20306012.fa,0
SAMEA115755579.fa,1
SAMEA1018408.fa,13
SAMN15524675.fa,4
SAMN14538654.fa,1
SAMN27752705.fa,0
SAMEA2445147.fa,1
SAMN08862165.fa,0
SAMEA115755507.fa,6
SAMEA889137.fa,14
SAMN08862171.fa,0
SAMN07569326.fa,0
SAMEA1973024.fa,0
SAMEA3303647.fa,1
SAMEA5526706.fa,272
SAMEA104125106.fa,2069
SAMN41053833.fa,912
SAMN08979179.fa,6
SAMEA6855434.fa,0
SAMEA104543430.fa,0
SAMN33964185.fa,0
SAMN00632101.fa,0
SAMEA1018617.fa,16
SAMN07632707.fa,99
SAMN08862152.fa,3283
SAMN40218006.fa,5
SAMEA1484153.fa,0
SAMN08862107.fa,0
SAMEA114395463.fa,5
SAMEA3303468.fa,0
SAMEA3303521.fa,1
SAMEA104125060.fa,2
SAMEA3303501.fa,4
SAMN26815226.fa,0
SAMN07569263.fa,1100
SAMEA4673475.fa,0
SAMN38477852.fa,0
SAMN38477784.fa,8
SAMEA103905203.fa,1148
SAMN29637536.fa,0
SAMN40623152.fa,0
SAMN28537745.fa,0
SAMEA1018739.fa,0
SAMEA2203443.fa,107
SAMN15524636.fa,0
SAMEA115755577.fa,0
SAMN08862074.fa,0
SAMEA1018182.fa,1
SAMEA1018597.fa,0
SAMN08862277.fa,0
SAMEA114006444.fa,2
SAMEA889336.fa,2
SAMEA3303489.fa,0
SAMN28537790.fa,0
SAMN33964170.fa,0
SAMN06806367.fa,0
SAMN07569203.fa,2
SAMN26815199.fa,0
SAMEA2203506.fa,4
SAMEA8271189.fa,2
SAMEA1018723.fa,4
SAMEA3303642.fa,2
SAMEA103920821.fa,3
SAMEA7177411.fa,0
SAMEA5526679.fa,1
SAMN08979180.fa,0
SAMEA1018168.fa,2
SAMN18821964.fa,0
SAMEA1484120.fa,0
SAMN00262261.fa,2
SAMEA2699023.fa,2
SAMN28183046.fa,5
SAMEA3303481.fa,0
SAMEA103905100.fa,0
SAMEA3303673.fa,1
SAMEA103900850.fa,13
SAMN41012607.fa,11
SAMEA2696130.fa,1
SAMN13388567.fa,0
SAMEA114591704.fa,3
SAMEA104124988.fa,0
SAMN38477904.fa,25
SAMEA2698306.fa,0
SAMN40623189.fa,0
SAMN08862250.fa,0
SAMEA104125052.fa,0
SAMN18821952.fa,1
SAMN13118260.fa,1412
SAMD00180611.fa,0
SAMN30238348.fa,0
SAMN18821987.fa,1
SAMEA2154183.fa,0
SAMEA9564940.fa,2
SAMEA4673255.fa,1
SAMEA115755514.fa,0
SAMEA3927757.fa,0
SAMN40623243.fa,0
SAMN08862263.fa,9
SAMN07632712.fa,0
SAMN08862360.fa,0
SAMEA114298195.fa,2
SAMEA889207.fa,21
SAMD00232583.fa,0
SAMN00262228.fa,0
SAMEA5936755.fa,0
SAMEA13600411.fa,0
SAMEA114617078.fa,0
SAMEA103900857.fa,1
SAMD00232597.fa,1
SAMD00232622.fa,0
SAMEA3934816.fa,0
SAMEA9564941.fa,1
SAMEA103900798.fa,2
SAMEA8271112.fa,38
SAMN35220759.fa,2
SAMN10610761.fa,0
SAMN08862122.fa,11
SAMEA103905207.fa,0
SAMN10438751.fa,2
SAMEA104090710.fa,0
SAMEA115755522.fa,5
SAMEA1405601.fa,0
SAMEA2151441.fa,0
SAMN10610764.fa,0
SAMD00232568.fa,1
SAMEA103907201.fa,0
SAMN07569325.fa,0
